Date,Tweet,Sentiment
5/27/2021,"#EXCLUSIVE: ""Investments in SBI, @canarabank, very bullish on PSU banks"", says Big Bull', #RakeshJhunjhunwala had to say about #markets in conversation with @PoddarNisha. 

🗣️✨For the full interview, tune in to #Facebook &amp; YouTube: https://t.co/JLPuaYiuJS

#Stocks #StockMarket https://t.co/J2ECateoxq",Positive
5/25/2021,"Check revised service charges for SBI's Basic Savings Bank Deposit account holders: https://t.co/ttLN9WQCu5

@TheOfficialSBI #Banking #SBI",Neutral
5/24/2021,"SBI Cards has framed a COVID-19 related stress resolution mechanism in accordance with the @RBI's recently announced relief measures. Details: https://t.co/OtHu4bqcrZ

@SBICard_Connect #COVID19 #CovidRelief #RBI",Neutral
5/24/2021,"#IdeasForProfit with @RaoKarunya 💡 SBI: Stellar asset quality at FY21 end; Can the stock rally more? Will the stock repeat the performance on peaking of the second wave? 

https://t.co/wuoUSCzed7

@TheOfficialSBI #stockstowatch #stocks #investing #COVIDImpact https://t.co/Ije1sD6EWE",Positive
5/24/2021,"After many false starts, SBI has turned the corner. With Q4 earnings taking on shine, the stock finds itself in a sweet spot. @nehadave01 writes for #MCPro. 

#SBI #Stock #Q4 

https://t.co/Xd2Lw0zDIs",Positive
5/24/2021,"#MarketsWithMC: @TheOfficialSBI share price rose over 4% in early trade, after the company reported a robust set of earnings for the quarter ended. 

#SBI #Markets #StockMarket 

https://t.co/JisHE6x7yC",Positive
5/23/2021,"#MCPersonalFinance: Senior citizens special FD scheme: Check out the interest rates offered by SBI, ICICI, HDFC Bank, and Bank of Baroda

@TheOfficialSBI @ICICIBank @HDFC_Bank @bankofbaroda 

https://t.co/vn8MJLRYLP",Positive
5/21/2021,"#EarningsWithMC: SBI reports standalone profit of Rs 6,450.7 crore for the quarter ended March 2021 ⤵️

@TheOfficialSBI #Earnings #SBI #Q4 

https://t.co/Xd26zz3gUy",Neutral
5/21/2021,"#MCPro | With the economic recovery still on a dicey wicket, discretionary spend is feeling the heat. But SBI Cards is better equipped this time, writes @nehadave01.

@SBICard_Connect #SBICards #Economy 
https://t.co/2d80tsQy9K",Positive
5/21/2021,"#MarketswithMC | Opening Bell 🔔 Indices open higher amid positive global cues; HPCL, SBI in focus.

LIVE: https://t.co/sm2Qoph16u | #stockmarket #stockstowatch https://t.co/SSWKAbMmI9",Positive
5/21/2021,"#EarningswithMC | State Bank of India to release its Q4FY21 earnings today. Brokerages expect the low base of the previous fiscal to support numbers.

@TheOfficialSBI #Earnings #Economy #Banking #SBI 

https://t.co/Y5Dfs9WXgz",Negative
5/20/2021,"#MCPersonalFinance: Senior citizens special FD scheme: Check out the interest rates offered by SBI, ICICI, HDFC Bank and Bank of Baroda ⤵️

@TheOfficialSBI @ICICIBank @HDFC_Bank @bankofbaroda 

https://t.co/vn8MJLRYLP",Positive
5/19/2021,"SBI is offering the option of buying sovereign gold bonds online. Here is a step-by-step guide: https://t.co/2hwpHTZvii

#SGB @TheOfficialSBI #SovereignGoldBond #Gold #GoldBond",Neutral
5/18/2021,"A consortium of Indian banks on May 18 moved a step closer in their attempt to recover debt from loans paid out to Kingfisher Airlines. Read: https://t.co/2gADSAgkoP

#VijayMallya #KingfisherAirlines #SBI #UK",Neutral
5/16/2021,"#MarketsWithMC: Among the top-10 most valued companies, only Reliance Industries Limited and @TheOfficialSBI managed to book gains on a weekly basis.

#RIL #Reliance #Business #Companies 

https://t.co/ER9hcbdwtK",Positive
5/13/2021,"SBI invites bids for the sale of NPAs worth Rs 217 crore on a 100% cash basis. Read more.

(By @smriti_02) #SBI @TheOfficialSBI 

https://t.co/mQozAqQZJk",Positive
5/13/2021,".@TheOfficialSBI, Lupin, Bharti Airtel, ACC among Axis Securities' top picks for 14-34% upside. View more: https://t.co/8GQc3UxeUk

@airtelindia #Lupin #AxisSecurities https://t.co/wXEM4yQZZ9",Positive
5/12/2021,"SBI salary account benefits: Here are the five of them. 

@TheOfficialSBI #Banks #BankingSector 

https://t.co/TGOQl1hXxO",Neutral
5/11/2021,"SBI's Padmakumar Madhavan Nair named CEO of the National Asset Reconstruction Company Limited. He has experience in stressed assets management for long years.

#NARCL #BadBank #Loans @TheOfficialSBI 
https://t.co/djVbHYeoX8",Negative
5/10/2021,"You can now digitally transfer your SBI savings account. Here's how: https://t.co/f7DlvYKcwB

@TheOfficialSBI #SBI #DigitalBanking",Neutral
5/8/2021,"#MCPersonalFinance | SBI Mutual Fund has rolled out a new index scheme. Called the SBI Nifty Next 50 Index Fund, the NFO will be open for investors till May 11, 2021.
Writes Jash Kriplani at 👇

#MutualFunds #Invest #Investment #SBIMF https://t.co/LGL07UwwDK",Positive
5/7/2021,"The European Investment Bank and SBI enter into pact to jointly pump Euro 100 million in equity financing into Indian small businesses focused on climate change and sustainability.

#smallbusiness #Economy #ClimateAction  @TheOfficialSBI @EIB   
https://t.co/eMZbBr2hk8",Negative
5/6/2021,"#MCPersonalFinance: Given the rising trend in passive investing, #SBI is rolling out #Nifty Next 50 Index fund. Is it worthwhile #investing, given the low costs, or is it better to wait till the fund develops a track record? 

@SBIMF @jashkriplani @kayezad
https://t.co/LGL07UeVfa",Positive
5/1/2021,"#BREAKING | The country’s largest lender, @TheOfficialSBI has reduced home loans rates to 6.70%. 
Also, women borrowers will get a special concession of 5 bps. 
Read more at 
https://t.co/99J1rh097t 

#HomeLoan #SBI #InterestRate",Positive
4/28/2021,"SBI board approves proposal to raise up to $2 billion. 

@TheOfficialSBI #Fundraising #Business

https://t.co/GZZ1uX2mxU",Neutral
4/26/2021,"Planning to open new savings account with #SBI? Check out their new Video KYC based feature ⤵️

@TheOfficialSBI #Banking #DigitalBanking 
https://t.co/FWiSwdiZBP",Positive
4/19/2021,"SBI clarifies charges collected from account holders on digital transactions in BSBD accounts beyond 4 free transactions. Here's all you need to know: https://t.co/CONH3N3aQ5

@TheOfficialSBI #Banking #SBI #Finance #DigitalPayments",Positive
4/15/2021,"Aircel's lenders and UVARCL might move SC after NCLAT forbade spectrum sale until the telecom company clears its dues to the govt.

#AGRDues #Aircel #Telecom #SBI

https://t.co/hFGDWTn5CL",Neutral
4/13/2021,"Imposition of service charges resulted in undue collections of over Rs 300 crore from BSBDA holders of SBI from 2015-20. Punjab National Bank collected Rs 9.9 crore, @iitbombay study reveals.

@TheOfficialSBI @pnbindia #Banking 
https://t.co/xvGsDosQ7W",Neutral
4/11/2021,"SBI Funds Management will distribute the next tranche of Rs 2,962 crore to unit holders of @FTIIndia's six shuttered schemes in the coming week. Read more ⤵️

#SBI #franklintempleton  #Business 

https://t.co/qNhkTyHlWq",Positive
4/9/2021,"#MCPro: While most public sector banks are on a shaky pitch in a post-COVID world, #SBI is on stable wicket. The stock ran up nearly 85% in the past 6 months. And there is more room to run. 

#WeeklyTactical #COVID19Impact #Research @TheOfficialSBI 

https://t.co/2EC1eI6HXD",Positive
4/6/2021,"#ICYMI: Due to the pandemic, @TheOfficialSBI &amp; other top banks have lowered interest rates on FDs. FD deposits with the Post Office can also be an option for people to start apart from banks. Know more ⤵️

#MCPersonalFinance #SBI #FD 

https://t.co/oMUAn8woj4",Positive
4/5/2021,"State Bank of India restores its home loan rates from April 1. More details ⤵️

@TheOfficialSBI #HomeLoans #LoanRates #SBI 

https://t.co/3s7HhnUDCW",Positive
4/5/2021,".@TheOfficialSBI has revised its home loan rate to 6.95 per cent effective April 1. With this revision, the lowest rate of 6.70 %  regime for a limited period ended on March 31.

Know more ⤵️

#SBI #HomeLoans 

https://t.co/oJ1aeJvLeK",Positive
4/5/2021,"Looking for safe &amp; assured returns? Check out @TheOfficialSBI's fixed deposit &amp; Post Office time deposit rates. 

#Savings #PersonalFinance 
https://t.co/oMUAn8woj4",Positive
4/3/2021,".@TheOfficialSBI has announced the launch of the third edition of its unique shopping carnival - ‘YONO Super Saving Days’. More details 👇

#SBI #Banks #BankingSector 

https://t.co/FYVz69p3k9",Positive
4/1/2021,"Facing issues on @TheOfficialSBI's digital platforms? Read this ⤵️

#SBI #NetBanking #Digital 
https://t.co/ePKUiMuYMM",Neutral
3/28/2021,"#MCPersonalFinance: Fixed deposit interest rates: Here are the latest FD rates of SBI, Kotak Mahindra, Canara, Yes Bank.

#Banks #BankingSector #Finance 

https://t.co/k7FXBavUO4",Positive
3/26/2021,"All you need to know about @TheOfficialSBI's FD rates for senior citizens special scheme.

#SBI #Savings 
https://t.co/yimF13D46L",Positive
3/26/2021,"TRAI's list of defaulters who failed to comply with new SMS regulations includes HDFC Bank, SBI, Kotak Mahindra Bank Ltd &amp; LIC, among other entities.

@ShreejaSingh5 shares details ⤵️

#TRAI #Business #Spam
https://t.co/rlNaE8Fu4f",Negative
3/21/2021,"#MCPersonalFinance | @srinivasjain, the new CIO-Equity of @SBIMF gives his views on the market, stock valuation &amp; portfolio diversification. Read more 👇

(By @jashkriplani) #SBI #Finance | @kayezad  

https://t.co/ZpP2w6J4n4",Positive
3/18/2021,"#MCPersonalFinance | SC accepts SOP submitted by @SBIMF for winding up six of Franklin Templeton’s schemes. Report by @jashkriplani.

#FranklinTempleton #SBI #MutualFunds 
https://t.co/pQqYsoRoyx",Neutral
3/17/2021,".@RBI imposed a penalty of Rs 2 Cr on @TheOfficialSBI for contravention of norms, including specific directions to the lender on remuneration to its employees. 

#RBI #SBI #BankingSector 

https://t.co/rpsmcFF9Uq",Neutral
3/17/2021,"#MarketsWithMC: Opening Bell: Indices open flat on mixed global cues; SBI, BEML in focus. 

#Stocks #StockMarket #StocksToWatch | https://t.co/jIUR53hB4F https://t.co/3XZV3WH6V1",Negative
3/16/2021,"Would R Srinivasan change his #investment strategy as he takes charge as CIO-Equity of SBI Mutual Fund? 

Here's what he told @jashkriplani ⤵️ Read at https://t.co/SHxlTphHz5 

#MCPersonalFinance #Earnings #MutualFund @SBIMF https://t.co/QoBTSJZjF6",Neutral
3/16/2021,"R Srinivasan, the new CIO-Equity of SBI Mutual Fund, gives his views on the market, stock valuation, and portfolio diversification in conversation with @jashkriplani.
 
Read at https://t.co/ZpP2w6J4n4 

#MCPersonalFinance #Earnings #MutualFund @SBIMF https://t.co/CV5LZiYOSY",Positive
3/16/2021,"Here’s why #MCInsider keeps you well ahead of the curve! 

Carlyle launches block deal to sell shares in SBI Cards and we told you first back on March 8! Read: https://t.co/gytGPCKoLk

@nimeshscnbc @binoy_prabhakar @ashwinmohansays https://t.co/gYuD5npima",Positive
3/16/2021,"PE giant Carlyle launches $513 mn block deal in SBI Cards &amp; Payment Services to sell 4 per cent stake. More details in this update by @ashwinmohansays 

#Carlyle #SBICards
https://t.co/T9qeOlZhHx",Positive
3/16/2021,"#BREAKING | @RBI slaps a penalty of Rs 2 Cr on @TheOfficialSBI over ""deficiencies in regulatory compliance."" Read more 👇

#RBI #SBI 

https://t.co/mjFaGWvKhR",Positive
3/16/2021,"SBI &amp; IOCL reach important milestone in LIBOR transition with $100 million deal 💰

@IndianOilcl @TheOfficialSBI #SOFR #Stocks 

https://t.co/G93owNPbWC",Positive
3/16/2021,"#MCPersonalFinance: R Srinivasan, the new CIO-Equity of SBI Mutual Fund, gives his views on the market, stock valuation, and portfolio diversification to @jashkriplani 

#Finance #MutualFunds #Markets 

https://t.co/ZpP2w6J4n4",Positive
3/15/2021,"[Sponsored] Contactless payments are the way forward. With Visa SBI Credit Card, you can enjoy #CashlessConfidence with an increased transaction limit of Rs.5000 on your next shopping/dining experience, &amp; avail a cashback on transactions of Rs.750 &amp; more*
https://t.co/Tckq0jIWme",Positive
3/14/2021,"Services at state-owned banks may be hit across the country with the UFBU calling a two-day strike from tomorrow. Details 👇 

#Banks #India #SBI 

https://t.co/j3hcP59hiE",Neutral
3/14/2021,"#MCPersonalFinance | Kotak Mahindra Bank &amp; State Bank of India offer the lowest rates on home loans! Click here for more: https://t.co/9BUhZxHaB5

@KotakBankLtd @TheOfficialSBI #Savings #HomeLoans https://t.co/sY75AfmwAi",Positive
3/13/2021,"Contactless payment from @TheOfficialSBI and @AxisBank:  Here are a few things you should know 🧐

#AxisBank #Business #Companies #ContactlessPayment #SBI

https://t.co/rsf4Zjod8O",Negative
3/12/2021,"Here’s an #explainer by @Dinesh_Unni on the bank e-auction process and things buyers should keep in mind while investing in such properties 👇 

#SBI #Banks #Investors 

https://t.co/1YYko0ARPe",Neutral
3/10/2021,".@ashwinmohansays broke the mega block deal news first on Dec 4, 2020, and today BNP Paribas has launched the share sale in @SBILife. 

https://t.co/TOfhNnGeHl

#BNPParibasCardiff #SBI #SBILifeInsurance #stocks",Positive
3/10/2021,"#MCPersonalFinance | Kotak Mahindra Bank &amp; State Bank of India offer the lowest rates on home loans! Click here for more: https://t.co/h8Y5mIqVhP

@KotakBankLtd @TheOfficialSBI #Savings #HomeLoans https://t.co/Pv5DIw2g3f",Positive
3/8/2021,"#MCPersonalFinance | @TheOfficialSBI reduces  #interest rates on home loans for women borrowers. ⤵️

#SBI #WomensDay #Loans 

https://t.co/tssHMi3o0h",Neutral
3/4/2021,"SBI mega e-auction is offering properties at lower prices 💸Click here to know how you can participate: https://t.co/W9ZsmP9dj8

#SBI #MegaEAuction",Neutral
3/4/2021,"SBI’s mega e-auction tomorrow ⚡️  Here's all you need to know about the process &amp; the areas one needs to be cautious while buying such properties ⤵️

@TheOfficialSBI #SEBI #RealEstate #MegaEAuction
https://t.co/BlgVlhCMc4",Neutral
3/4/2021,"Released on February 18th 2021, In an #Exclusive chat with @moneycontrolcom, SBI MF’s DP Singh talks to @JashKriplani how #SBIMF plans to liquidate #FranklinTempleton securities and pay back investors of the 6 wound-up schemes.

https://t.co/xHOTM0qD7G",Neutral
3/4/2021,"Released on February 12th 2021, Post Supreme Court’s decision to appoint SBI MF to distribute cash in cash-positive schemes of Franklin Templeton, we answered 5 key questions. @Moneycontrolcom  

https://t.co/eJMIrghabR",Neutral
3/3/2021,"#MCPersonalFinance | #SBI warns its customers of #frauds on request to redeem SBI credit points. ⤵️

#FraudAlert #Banks 

https://t.co/Fhkz1Aiigm",Neutral
3/2/2021,"SBI mega e-auction is offering properties at lower prices 💸 Click here to know how you can participate: https://t.co/aN6m0Oeu71

#SBI #MegaEAuction",Neutral
3/1/2021,"All about the #phishing attack in which #StateBankofIndia users were spammed with suspicious texts, requesting them to redeem their SBI credit points⤵️

#SBI #Security 

https://t.co/Hv456lQb8x",Neutral
2/23/2021,"#MarketswithMC | Pfizer, NTPC, SBI Card and more: Here are top stocks to watch out for tomorrow 🤔

https://t.co/M7itFafRry

#stocks #StockMarket #StocksTowatch https://t.co/PWB8vP5MRG",Positive
2/22/2021,"#MCPersonalFinance: @TheOfficialSBI annuity scheme vs fixed deposit vs recurring deposit: Know the better #investment option. 

#FixedDeposits #Finance #Deposit 

https://t.co/bzeE3nPRFb",Positive
2/21/2021,"A #GoldLoan can prove to be a good option to take care of a temporary cash crunch or tide over a #financial emergency. Know all about #interest rates, eligibility &amp; other features here 

(@TheOfficialSBI) #Loans #Gold 

https://t.co/L1QvxAZxje",Positive
2/21/2021,"#IdeasForProfit 💡 SBI Life, ICICI Prudential, HDFC Life: Which life insurance stock should investors bet on? @ridhimb finds out: https://t.co/85X0vOObEc   

#StocksToWatch #Stocks #Investors https://t.co/YIU4BVbgx5",Neutral
2/21/2021,"#MCPersonalFinance | In his first &amp; #exclusive media interaction, SBI Mutual Fund's DP Singh gives details on how it plans to sell #FranklinTempleton's debt fund assets to realise their optimal value.

(by @jashkriplani) Read: https://t.co/6ayb1eQFjB

@kayezad #SBI #MutualFund",Positive
2/18/2021,"#IdeasForProfit | SBI Life, ICICI Prudential, HDFC Life: Which life insurance stock should investors bet on? @ridhimb finds out.  

#StocksToWatch #Stocks #Investors https://t.co/rHLGiFIPcv",Neutral
